my_result,my_score,points,opponent_score,my_trophies,opponent_trophies,i_have_clan,opponent_has_clan,match_type,my_deck_elixir,op_deck_elixir,my_troops,my_buildings,my_spells,op_troops,op_buildings,op_spells,my_commons,my_rares,my_epics,my_legendaries,op_commons,op_rares,op_epics,op_legendaries,op_Tornado,op_Mortar,op_Goblin_Gang,op_Freeze,op_Lightning,op_Elixir_Collector,op_Barbarians,op_Arrows,op_Mega_Minion,op_Bandit,op_Three_Musketeers,op_Ice_Spirit,op_Ice_Golem,op_Hunter,op_Tombstone,op_Clone,op_Rocket,op_Giant,op_Royal_Giant,op_Flying_Machine,op_X-Bow,op_Tesla,op_Bomb_Tower,op_Knight,op_Ice_Wizard,op_Elite_Barbarians,op_Guards,op_Sparky,op_P.E.K.K.A,op_Giant_Skeleton,op_Inferno_Tower,op_Graveyard,op_Battle_Ram,op_Inferno_Dragon,op_Royal_Ghost,op_Skeleton_Army,op_Night_Witch,op_Furnace,op_Poison,op_Hog_Rider,op_Mirror,op_Mini_P.E.K.K.A,op_Witch,op_Valkyrie,op_Lumberjack,op_Electro_Wizard,op_Cannon,op_Goblin_Barrel,op_Archers,op_Baby_Dragon,op_Wizard,op_Musketeer,op_Bats,op_Balloon,op_Skeletons,op_Miner,op_Minions,op_Goblins,op_Dart_Goblin,op_Bowler,op_Goblin_Hut,op_Prince,op_Barbarian_Hut,op_Fireball,op_Fire_Spirits,op_Skeleton_Barrel,op_Spear_Goblins,op_Lava_Hound,op_Minion_Horde,op_The_Log,op_Dark_Prince,op_Mega_Knight,op_Bomber,op_Rage,op_Golem,op_Princess,op_Zap,op_Executioner,my_Giant,my_Minion_Horde,my_Bats,my_Archers,my_Arrows,my_Furnace,my_Fireball,my_Bomber,my_Mega_Knight,my_Witch,my_Mega_Minion,my_Ice_Golem,my_Inferno_Tower,my_Mortar,my_Dart_Goblin,my_Skeleton_Barrel,my_Ice_Spirit,my_Valkyrie,my_Spear_Goblins,my_Royal_Giant,my_Zap,my_Tornado,my_Mini_P.E.K.K.A,my_Fire_Spirits,my_Minions,my_Cannon,my_Rocket,my_Rage,my_Goblin_Hut,my_Baby_Dragon,my_Balloon,my_Goblin_Barrel,my_Musketeer,my_Elite_Barbarians,my_Goblins,my_Hog_Rider,my_Dark_Prince,my_Prince,my_Goblin_Gang,my_Wizard,my_Knight,my_Elixir_Collector,my_Skeleton_Army,my_Poison
Defeat,0,-24,1,2320,2369,y,y,replay__ladderBattleType,3.5,3.625,5,1,2,5,0,3,4,1,2,1,1,2,4,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,4,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Defeat,0,-23,3,2344,2418,y,y,replay__ladderBattleType,3.5,4.0,5,1,2,6,0,2,4,1,2,1,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Victory,1,30,0,2367,2313,y,y,replay__ladderBattleType,3.5,3.375,5,1,2,5,1,2,4,1,2,1,3,3,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,3,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Victory,2,33,1,2337,2314,y,y,replay__ladderBattleType,3.5,3.5,5,1,2,6,0,2,4,1,2,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Victory,3,29,0,2304,2242,y,y,replay__ladderBattleType,3.5,4.375,5,1,2,6,0,2,4,1,2,1,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,1,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Defeat,1,-23,2,2275,2336,y,y,replay__ladderBattleType,3.5,3.125,5,1,2,5,1,2,4,1,2,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Victory,2,29,1,2298,2240,y,y,replay__ladderBattleType,3.5,3.125,5,1,2,4,0,4,4,1,2,1,4,1,2,1,1,0,6,0,0,0,0,8,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Victory,2,31,1,2269,2231,y,y,replay__ladderBattleType,3.5,3.5,5,1,2,5,0,3,4,1,2,1,3,3,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Victory,2,30,1,2238,2193,y,y,replay__ladderBattleType,3.5,4.25,5,1,2,6,0,2,4,1,2,1,1,2,3,2,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Draw,1,0,1,2208,2208,y,y,replay__ladderBattleType,3.5,3.375,5,1,2,5,1,2,4,1,2,1,3,3,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Victory,3,27,0,2208,2130,y,y,replay__ladderBattleType,3.5,3.625,5,1,2,7,0,1,4,1,2,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,8,0,6,0,0,3,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Victory,3,30,1,2181,2130,y,y,replay__ladderBattleType,3.5,5.375,5,1,2,5,1,2,4,1,2,1,2,2,3,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Defeat,0,-24,3,2151,2197,y,y,replay__ladderBattleType,3.5,3.25,5,1,2,4,0,4,4,1,2,1,1,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Victory,2,30,1,2175,2130,y,y,replay__ladderBattleType,3.5,3.75,5,1,2,6,0,2,4,1,2,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,5,0,0,0,1,0,2,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Defeat,1,-23,3,2145,2203,y,y,replay__ladderBattleType,3.5,4.0,5,1,2,6,1,1,4,1,2,1,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Victory,1,29,0,2168,2113,y,y,replay__ladderBattleType,3.5,4.25,5,1,2,6,0,2,4,1,2,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Victory,3,29,0,2139,2085,y,y,replay__ladderBattleType,3.5,4.375,5,1,2,7,0,1,4,1,2,1,1,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,6,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Victory,3,30,1,2110,2063,y,y,replay__ladderBattleType,3.5,4.0,5,1,2,5,0,3,4,1,2,1,2,1,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Victory,2,28,1,2080,2007,y,y,replay__ladderBattleType,3.5,4.125,5,1,2,6,0,2,4,1,2,1,1,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,5,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Defeat,1,-24,3,2052,2100,y,y,replay__ladderBattleType,3.5,4.25,5,1,2,5,2,1,4,1,2,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,2,5,0,0,0,8,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Victory,1,30,0,2076,2024,y,y,replay__ladderBattleType,3.5,4.375,5,1,2,7,0,1,4,1,2,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Victory,1,31,0,2046,2011,y,y,replay__ladderBattleType,3.5,3.375,5,1,2,7,0,1,4,1,2,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,5,0,0,0,0,8,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Draw,1,0,1,2015,2022,y,y,replay__ladderBattleType,3.5,3.5,5,1,2,7,0,1,4,1,2,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Draw,1,0,1,2015,1995,y,y,replay__ladderBattleType,3.5,3.625,5,1,2,6,0,2,4,1,2,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Defeat,1,-24,2,2015,2058,y,y,replay__ladderBattleType,3.5,4.5,5,1,2,6,1,1,4,1,2,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Victory,2,30,1,2039,1993,y,y,replay__ladderBattleType,3.5,4.0,5,1,2,6,0,2,4,1,2,1,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Victory,3,30,0,2009,1956,y,y,replay__ladderBattleType,3.5,3.625,5,1,2,7,0,1,4,1,2,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,4,0,4,0,0,0,0,0,0,5,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Defeat,1,-23,3,1979,2035,y,y,replay__ladderBattleType,3.5,3.875,5,1,2,5,0,3,4,1,2,1,1,2,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,4,0,0,4,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Victory,2,29,1,2002,1950,y,y,replay__ladderBattleType,3.5,3.75,5,1,2,5,0,3,4,1,2,1,3,1,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Victory,1,31,0,1973,1930,y,y,replay__ladderBattleType,3.5,4.25,5,1,2,5,0,3,4,1,2,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,5,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Victory,1,30,0,1942,1894,y,y,replay__ladderBattleType,3.5,4.0,5,1,2,4,0,4,4,1,2,1,0,1,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Victory,2,28,1,1912,1841,y,y,replay__ladderBattleType,3.5,4.125,5,1,2,6,1,1,4,1,2,1,1,3,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0
Defeat,1,-22,3,1884,1937,y,y,replay__ladderBattleType,2.875,4.5,4,1,3,6,1,1,7,1,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0
Defeat,1,-23,3,1906,1957,y,y,replay__ladderBattleType,3.375,3.5,5,0,3,6,1,1,3,2,3,0,3,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,8,0,5,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
Defeat,0,-21,1,1929,2002,y,y,replay__ladderBattleType,3.5,4.625,4,2,2,7,1,0,3,3,2,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,2,0
Victory,3,32,1,1950,1922,y,y,replay__ladderBattleType,3.5,4.125,4,2,2,6,0,2,3,3,2,0,2,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,5,2,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,2,0
Victory,3,30,0,1918,1868,y,y,replay__ladderBattleType,3.5,4.5,4,2,2,7,0,1,3,3,2,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,2,0
Defeat,1,-25,3,1888,1921,y,y,replay__ladderBattleType,2.75,5.25,4,1,3,5,1,2,6,1,1,0,3,2,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,0,7,0,0,6,7,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0
Defeat,1,-23,3,1913,1965,y,y,replay__ladderBattleType,2.75,4.5,4,1,3,6,0,2,6,1,1,0,1,3,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,0,7,0,0,6,7,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0
Victory,2,29,1,1936,1883,y,y,replay__ladderBattleType,2.75,4.375,4,1,3,5,1,2,6,1,1,0,3,1,4,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,0,7,0,0,6,7,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0
Defeat,1,-22,3,1907,1976,y,y,replay__ladderBattleType,2.75,3.5,4,1,3,6,0,2,6,1,1,0,5,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,0,7,0,0,6,7,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0
